business_id,name,photos
5oR_HYjo9dJUQCIr9jpzfw,Le Train Bleu,"['https://s3-media2.fl.yelpcdn.com/bphoto/Z9XhJ0STFgSW6gSitVF0GQ/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/zA5md1HxscKRBMYfjo_qpg/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/a8bOfDOVvnRC3yO5L_fSOA/o.jpg']"
vEfe8aw5a1UpheitDslyGg,Le Petit Châtelet,"['https://s3-media2.fl.yelpcdn.com/bphoto/nHhiktovlc_WjswhS-IriA/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/EdHeIkUlR_9_3LhXvO618w/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/pKt9itFLcFJ41bEAUewu6Q/o.jpg']"
NvQOJZ8mhKSwu1W4SSwpkQ,L'Arpège,"['https://s3-media4.fl.yelpcdn.com/bphoto/8qK0xTEU73bU6OA45BNBnw/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/zKu7T6hIMC8CklVv2W-eGw/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/e0q_J0ZZQ6gXca3CrEwDKg/o.jpg']"
QczhiTpJ8eN22wwxNK6LxA,CoCo,"['https://s3-media4.fl.yelpcdn.com/bphoto/t-20R42FiR4ey0jICQbN7w/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/vj5eh5k1IEOlSA2tPCG0eA/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/8d2n6aF9zx1I5837dQ99mw/o.jpg']"
Tb6siRZNm2X7GLiPXWpLLg,Tour d'Argent,"['https://s3-media4.fl.yelpcdn.com/bphoto/abdGjqJOVTwmmE3wJbZDKA/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/BcYVVh3GZgRUNszJz4I69A/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/gMbjb3cBj_028SjNBpgrSg/o.jpg']"
u0lE065YXe5sKcDiAzJcHg,Heureux Comme Alexandre,"['https://s3-media2.fl.yelpcdn.com/bphoto/-7NpEcEZGdcZNUOq9mlLaw/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/rBXXnZxDuWWJk3-JoVJG2g/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/abol6HfKz0FifnZoTzPFCQ/o.jpg']"
ce3vXRUtUKZjbGf2fv8VzQ,Ober Mamma,"['https://s3-media3.fl.yelpcdn.com/bphoto/W_QFGV2B3lBFgPagF7O7-w/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/EhTycmjk7axD9St-mnqBzg/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/f4so_-rL69SJm2E-K-aiCw/o.jpg']"
TWsuxL7J0iACK5KplxZMtA,Le P'tit Bistro,"['https://s3-media3.fl.yelpcdn.com/bphoto/aocsyBMxJeomQhF5m3-pyA/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/HXRZJ60BRTwMYOp8QIogrA/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/6y0VZABxqBAHK4h1UGdOtA/o.jpg']"
pztzge22A_c_BfzLHCmaMw,Le Bistro du Périgord,"['https://s3-media4.fl.yelpcdn.com/bphoto/rOSDujQ3Oy4pts4FiVpe7Q/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/F8ma2Ok7lxiThp1f0w7skQ/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/HlcoYNqgA0zFC-SJE_TZRg/o.jpg']"
XQhDl6ya5GD0o7nf7RRZhw,Bouillon Chartier,"['https://s3-media2.fl.yelpcdn.com/bphoto/1NnxckZc5y2XtNasediY0g/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/GKvspdnSfHroD_KwLx9Ctg/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/9Rg4rmL-rYF8go5cfi8Pcw/o.jpg']"
OrggqA6CfhQmO3UrQr1K0w,Lapérouse,"['https://s3-media3.fl.yelpcdn.com/bphoto/QLF0xIE9jDut4XY4xMN4Vg/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/fJRMy1wXR6MaGTk7ZgTYrQ/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/5oSkA-liLxZV-19NjYqNVA/o.jpg']"
dlFBHdXr7-_6vfB0C-EHvw,La Maison de la Truffe,"['https://s3-media1.fl.yelpcdn.com/bphoto/iEMxE9mkKcm4DfU7w9V1ww/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/x40RIqz7REn9Q-Ta5lPi4Q/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/DgTOrXqax-o-2ZRWE4CWDw/o.jpg']"
Z5axFBqFr1WeUc2UjLW5Ww,Tire Bouchon,"['https://s3-media2.fl.yelpcdn.com/bphoto/2CtfnNPHn9evv8s5fNzzIg/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/oHn9wj2LQESAGwli-rcDWA/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/0FsC27lbPtDizYozp5Ltvg/o.jpg']"
9ACptOR-HKm38LCwSXILgA,Les Bains - La Salle à Manger,"['https://s3-media3.fl.yelpcdn.com/bphoto/ohDfsII62eqwNrERW6XVWQ/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/wdtQ6BEvOriKHbiLk_LjxA/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/JZUJ1BKyB3oR-gI6Id0ZJA/o.jpg']"
LwRrembo4omcYIColDl12A,Enza & Famiglia Trattoria Pasta,"['https://s3-media2.fl.yelpcdn.com/bphoto/2Y9g49yLSzu9IL-gde6thA/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/xPB4jR7vwFdwq0LsTmsuZw/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/JhokKWh1kTadkkrgX3DF9Q/o.jpg']"
Hxqo84j1PWvo0-HizpHsuA,L'îlot,"['https://s3-media2.fl.yelpcdn.com/bphoto/B7JaBq2XmN_ZVOtKP3z65Q/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/bSDHm20h0LiN0PYq-aY25g/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/BAGVuET7YcR85A78nQm33g/o.jpg']"
-y7jgZ3cSCorkeXYGqyweA,万食如意 Fresh Noodles,"['https://s3-media3.fl.yelpcdn.com/bphoto/fQ6aGBzAEKia7qPsFF77YQ/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/GJTDJuXb5cj47Dz9dcBhPw/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/UmujhH55UjrlqgrtCxSiMg/o.jpg']"
XZX3qBgUAcCYGNoIhHGq-g,Chez le Libanais,"['https://s3-media3.fl.yelpcdn.com/bphoto/3Twhy9wJTtQkjTTFCXUMOA/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/wLglazyiXG_LE0tOPU7h2g/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/kxkzo3t0nTIuMURhy002lg/o.jpg']"
e6RHSG0d94yzA3McN-eFxg,Gemini,"['https://s3-media1.fl.yelpcdn.com/bphoto/qOqdhgVcEI8cpfNyYfbmFA/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/NzFqPbewBuhDeCRZYHO6fQ/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/SNxs873NJXJISqUOFE_mEA/o.jpg']"
kdVwJe2eBVgKeeVu99hArQ,La Cuisine de Chez Moi,"['https://s3-media1.fl.yelpcdn.com/bphoto/wQVI3bdhnYcOGrf6pVc8Yg/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/X4k-BZ0QzNutJ7YZZ4vxrg/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/eC7t9zzlixm7FNH0_ty5LQ/o.jpg']"
R3W721TFrT_zJI2O3BLiIA,Le Basilic,"['https://s3-media3.fl.yelpcdn.com/bphoto/bc2bWkprgofpAGiQLsgYMA/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/ds7pnu9tuRUO5FtGlvSV7w/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/IOREmILVgBg781RutovN3w/o.jpg']"
DS99xpMkcoH9qCkstWmRAw,Septime,"['https://s3-media4.fl.yelpcdn.com/bphoto/GhOIPKPUEePvC6sHQUAgzA/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/NF-2mmYkOdOYqGfVmresjQ/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/OpXEyCa_LQXTTnfuIug7Aw/o.jpg']"
emVjgTi2bjmceJX-ipcL-A,Boulettes,"['https://s3-media3.fl.yelpcdn.com/bphoto/iO2YMGgptKkSZwEy338lMw/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/fd8uJUkSW9bo_nB_Wq014Q/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/OElG7MGtNytubFry_jJAow/o.jpg']"
C8Gg5maujOFs-pKFxz3hJA,Aux Trois Mailletz,"['https://s3-media2.fl.yelpcdn.com/bphoto/iybQlBGbbSUsDWgABt5HvQ/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/WIGXNZMoxJLFoFXlXxT4zQ/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/darRAdwnVQfPGl1Mljz23g/o.jpg']"
QNQ4teRXk5Wx1GFLT3Y9sA,Derrière,"['https://s3-media3.fl.yelpcdn.com/bphoto/dw-Y3ANPenW_VYPKXPTdmg/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/mZQsHX_E9O6pd-wsAqtHfw/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/6lcQsqf0dp1GOBYRBFCcxg/o.jpg']"
ZxtU74SJMRoB8ZQXWwNtRQ,Le Soufflé,"['https://s3-media3.fl.yelpcdn.com/bphoto/vBoDsq-JBC3qNftdlpM0wQ/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/bOdi-JtVpmjRUQqNkcsdxQ/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/LgilzzorpPZSTFafWrhvlA/o.jpg']"
mJMW4j5IYYhbWaBySCPATA,LouLou,"['https://s3-media2.fl.yelpcdn.com/bphoto/v3onRQCEQsoN5VlFCfrE1g/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/xewI7jghkYnjwzWQCUEO_g/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/GoVzxoYthztsOonMOTDK3g/o.jpg']"
70xArgLO0k56YAytyBIHyg,Baguett's Café,"['https://s3-media4.fl.yelpcdn.com/bphoto/6MMvedSh18l1YnJZOprd8Q/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/LD25ZQo_0PpzZeLMh4ONjg/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/ui_9SlT553zuZKkXVAggpw/o.jpg']"
Uf8RS4F-yJx-LUQ1MzlywQ,Café de l'Homme,"['https://s3-media2.fl.yelpcdn.com/bphoto/_n2ehgX31TmPBSULySxjbw/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/TmPcZRUauKF_TtzaH-mfCg/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/v7uXPCsuazEtT-4lsrCCwA/o.jpg']"
W0mWaURmq6cA08tNJB43Sg,Sacrée Fleur,"['https://s3-media3.fl.yelpcdn.com/bphoto/nSEBO33MoH2y1jt_dhVRHw/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/03ehrfRuPZVxJQwqx1e4_Q/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/E0RRKYcydfIkk57t0BzsRQ/o.jpg']"
bnFogmIGrX00dxEaUJFmQw,L'Acanthe,"['https://s3-media4.fl.yelpcdn.com/bphoto/kT7Ry0WuRzmV8eGuIS49jA/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/A8MGqpOUxVwgiTyEMxvNYg/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/A1ggBhgrgL8kyi9uFItK4w/o.jpg']"
P_mUlHo2-sl7xDJDb5yJQA,Aux Vieux Garçons,"['https://s3-media2.fl.yelpcdn.com/bphoto/whMsQ33105ZJSdIzR6-C5Q/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/EJmXyVqJnQcGPuKrV6OrSg/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/nAzqPwzUvoyShk_-0lDaUA/o.jpg']"
MfmIKDTvTNfpdID38qWVag,Le Porte Pot,"['https://s3-media2.fl.yelpcdn.com/bphoto/Dq5kKcs3SfMD-XSV7bL-WQ/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/8kVawMUI36HNI8bG0KbF0A/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/j3RjORNQEhcm2eaJHUt4pQ/o.jpg']"
J8q2EjxuOk3v19R5xQWAFA,Café Blanc,"['https://s3-media3.fl.yelpcdn.com/bphoto/c0zzDMk1J4Bxa-vk0byYjA/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/m7GyVtXWpgnoL28PJD5nRw/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/lUXH29xACR1vjkofa8Pa9A/o.jpg']"
MN-I5rJBYAZwp2jeHXs_JQ,L'Alsacien,"['https://s3-media3.fl.yelpcdn.com/bphoto/Um1ianYa4Ja71KXQyg1g9Q/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/4IciuehnN9ZM5Wqb1XbFkQ/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/hYmxsGEDqw9WsbwUDR1uag/o.jpg']"
YRMHyCvqMz_lLgpqjNj_tw,La Droguerie du Marais,"['https://s3-media2.fl.yelpcdn.com/bphoto/YwUvdUKseG8-X8P-vVBPKw/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/TiWhPrV0fntxe0UwyJliJw/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/Fj05BwyLbJyuZIkmBLwjmA/o.jpg']"
XSxrGIbgixA15t-3sRvtMQ,Cézembre,"['https://s3-media2.fl.yelpcdn.com/bphoto/neVR24bI5sTXCXxjUbRfew/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/Qqb1OiyJpD6dR9kpNcvqdQ/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/dMb0Ra-3wUWcue0mQufY2A/o.jpg']"
5jviAXLXm5E78wlpE0pTxA,Iovine's,"['https://s3-media3.fl.yelpcdn.com/bphoto/MCbWNqmPArFvtmI9FGxTDw/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/q02b1tGBv40HGB8WMo0qYA/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/sKFfIQ6ZcOKlXPmUXCskhw/o.jpg']"
hfe0QLfHwyaiE_HBhkq9AA,Le Grenier de Notre-Dame,"['https://s3-media2.fl.yelpcdn.com/bphoto/cgN0cj3tKKhIc7yv7DV7Qg/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/oJN4HOqGMO38SVvERxDCXQ/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/X95h5y2-woM6L7WZhjIw0A/o.jpg']"
d62JZpmI45AseBwTypnJ8g,Le Caveau du Palais,"['https://s3-media2.fl.yelpcdn.com/bphoto/QeiJgeT-dvWPRhDrKlqreg/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/5Hq37edmg5DhjofjtUQlEw/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/qQtN6Yc0ZTIEN2Xn-hcnUw/o.jpg']"
FLHycTS_iKSAHnD1thuuBQ,Clamato,"['https://s3-media4.fl.yelpcdn.com/bphoto/TzzQ-FEKCB9GCRwSgLljkw/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/NdvlsnLfXATLedLo7qYMSg/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/0VfVMMHkD0i5myvWbYIaGw/o.jpg']"
hiqQTVdbpcQtgCqu2M6PqQ,Le Cinq,"['https://s3-media4.fl.yelpcdn.com/bphoto/hWCc8_pvL1X4hQ_hnz7gnQ/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/alWPCCnSBsNiRdDpXwGmdA/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/CN0Ke6CxkBpaDvcS9yTC_A/o.jpg']"
CQi4W2vY8KSiG6n24eaScA,Mystery Cuisine,"['https://s3-media4.fl.yelpcdn.com/bphoto/Yg-U8ko05PInMCRVlL5ISw/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/nzKpq2eoZvDMeujTrgCuRQ/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/veeyWOErNR23bSP_9wnTyA/o.jpg']"
TYDSdXOJU-07rZgRFdZYEA,Bien Élevé,"['https://s3-media1.fl.yelpcdn.com/bphoto/AmMyAgO1d8zZX9mms4cOtQ/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/aZwIxeF18oiJ7FJH3Ciphw/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/sLniHuuwP8_OEyNajE19MQ/o.jpg']"
XR5IlJLXRWGBnuuDa1v__g,Le Café Laurent,"['https://s3-media1.fl.yelpcdn.com/bphoto/ImWLL6DlBwmi3dWkgokT0Q/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/2eAav26Si6Mn5LQYDBz7Yg/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/IK-bonrBRmuISi3hq1Z-Bg/o.jpg']"
2cdGE8MLkA30R7ceI5c-Ig,Chungking Express,"['https://s3-media1.fl.yelpcdn.com/bphoto/lfGeea6ZD36KOjmYSwUYpw/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/h-UX1tgbnPV_A375UTQrcw/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/7u4JxEo2LiCfOuQmThSW2w/o.jpg']"
RMawY4F3XYXgFS8tDqIGRg,Le Coq Rico,"['https://s3-media2.fl.yelpcdn.com/bphoto/oD39vxS41fOdrH9Mzq20oQ/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/ulsK8WnTJiqK_5_e3KC0KA/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/pltIS9R7jAbR7oVDN08O2A/o.jpg']"
OwosN0FUG0ZgFjvlMwtPNQ,Le Relais du Louvre,"['https://s3-media1.fl.yelpcdn.com/bphoto/vkpxi7YNA4Ki1uOrLv09Ow/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/8b9wqa9mVacVtOAtMSw6jw/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/mimhloc_X3Fr_M4Y-1x1IA/o.jpg']"
i9yOyX3pVBLLuiISazJK2A,Le Reminet,"['https://s3-media2.fl.yelpcdn.com/bphoto/9g-HL-dq3vWeJlFweZ7aAw/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/HYEHoFCL6Kzaq-NqCRupTQ/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/Mj-4sMMomUB_M6m5Kvafmw/o.jpg']"
v5Noospim4MQhncZRpCuCA,Le Petit Marché,"['https://s3-media3.fl.yelpcdn.com/bphoto/StFf6q_7jAad0_RxC22fXg/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/UPEDQ5yXgZ6_SmBLt0ypWQ/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/TuPwySEuEqaf-UgMojzlOw/o.jpg']"
H45IsXGTW0XjG0-yRlGPJg,La Cave Gourmande,"['https://s3-media4.fl.yelpcdn.com/bphoto/QuvSEC5801xGrw0fYt--yQ/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/t3tXnBDgK1nU3Ie39Ic2pw/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/Vv3yQzO75usD5q48sHjgPg/o.jpg']"
0oMvjqVdNPIS81x79amvAA,Au Pied du Sacré Coeur,"['https://s3-media2.fl.yelpcdn.com/bphoto/MAe086QsuJMN1dtcpngUbQ/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/8avvdycwfVPtgwUZjTfQpw/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/XYq6aHOnASXH34hJ90zRig/o.jpg']"
baaS_x_aFPthOsT47U0tuQ,Lasserre,"['https://s3-media4.fl.yelpcdn.com/bphoto/noIqpTB0yaFPyAUYtJ-p8A/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/a42phHo7ndtEhKBZ3XQrig/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/u4FcLfCAsfH9e3KNXiO-lw/o.jpg']"
BvC_O7iWXp9vVTSBKxmMPA,Le Fumoir,"['https://s3-media1.fl.yelpcdn.com/bphoto/8Uw-CDmFDAAECkwGyXcx4w/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/SHkkoV-O15wN8KOAXzqmkg/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/dzb7KsiZpu0dUi20vCthwQ/o.jpg']"
4qTUBV_TXHVZRctoZwr1bg,Les Artizans,"['https://s3-media3.fl.yelpcdn.com/bphoto/88CJJCZclBqIdAhfbCgkZA/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/U5lO4JBjPhwi27oztMbhcA/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/L_eu7wKw4u1fTcByPY_q4w/o.jpg']"
3me9XRKAiQVp9eA5egKwkA,Le Jules Verne,"['https://s3-media3.fl.yelpcdn.com/bphoto/2dtyF_C3jYVKW5VC68TYDg/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/8IyCH6pqOaEksgLh5M7YvA/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/VOWqB40P-e5p96QfBGDflA/o.jpg']"
Y9olNhl_2mLe-pex8Y5qiQ,La Petite Chaise,"['https://s3-media2.fl.yelpcdn.com/bphoto/yGlpZZsUqWBkZ0HPxfNFDw/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/YWOsH-CSEAE6AFYknK_SXA/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/IeIoGyBBFDtRu36YlZegqA/o.jpg']"
26YjCdVvyn5jv4sZYd1Lvw,Loup,"['https://s3-media2.fl.yelpcdn.com/bphoto/M1pgSeZdPeuNqkElQiBg9A/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/etNjLtVlbPSPxk2Z1BU2ww/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/PB1bGwdidzIDFHlS39DYjw/o.jpg']"
K_GEE-rokTt1u1OORgu1tw,La Cuisine de Philippe,"['https://s3-media2.fl.yelpcdn.com/bphoto/MABfBdpE4fDRh_VBs56p0g/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/5st1Xo951rPk6cqAEIw3zA/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/i5sW4RLXBQ-e87j9qsjqJw/o.jpg']"
NzeX7PR81NRNA0O2Kz-YUQ,L'Atelier de Joël Robuchon,"['https://s3-media2.fl.yelpcdn.com/bphoto/m4TBCrg3Ygp_HEkBql5P7A/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/9pghY7qR55B59JyUXSFynA/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/j5rYd4lTj9GcmysScnXyCQ/o.jpg']"
qWY5_v3XjhSfaw3KrS9eOg,Langousta,"['https://s3-media3.fl.yelpcdn.com/bphoto/G_gA8-AmHpLxkzxNLEUzvA/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/FWzfw8PqfYpxJG41kwt5bA/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/HwnuXKKSo2fnVeMN2r1v9g/o.jpg']"
2pzucMcXawD5XB0LA277aA,Le Pas Sage,"['https://s3-media4.fl.yelpcdn.com/bphoto/LNfG3bE6bMCWMdCNNeYRJg/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/-N-t_iHhJLEdzjNzkIyLBw/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/hMXNZOqZFFjKWqD80BQc9g/o.jpg']"
SDstObD-IS_TwMzBv6p9pA,Café Bords de Seine,"['https://s3-media3.fl.yelpcdn.com/bphoto/vVMlZSGIWzaKqVoOoufLSA/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/Kka2Ac0wQoza_1Vu_zyWEw/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/De0IhrrPGpXpAavufCnIdA/o.jpg']"
BQYCGdiKz17L78hu9DiUEw,Le Braque,"['https://s3-media4.fl.yelpcdn.com/bphoto/k7MP997WwvFfZyuYKIsMoQ/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/vyQn8smEMcxZcTY4PDyEMA/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/23FGBf1MWzYLbwxc3C2W1Q/o.jpg']"
n7r7i_X8x2-9qgbEaBCBIw,Les Deux Magots,"['https://s3-media4.fl.yelpcdn.com/bphoto/oYyW7-3_7Qby58cZcZ-Rqw/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/USxV5IZPIv6o9STMYX16Gw/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/VcFhUBmYiLyRUkM2PLkFNQ/o.jpg']"
p3Ti_2bvhp4LqjSEFyZoag,Chez Monsieur,"['https://s3-media1.fl.yelpcdn.com/bphoto/SkmwzoegfT7BEWo6g1i5dw/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/nSEVUP53FrE5Yjm2xpkF2A/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/ADqA5aRy9kqq9D9zTPh6Uw/o.jpg']"
nB_9kzgII13vfX6LNAdi9g,Odette,"['https://s3-media3.fl.yelpcdn.com/bphoto/YBP576NRZKgVYPrIBpGHjQ/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/MicTbIf9hD3r0GVZh3y7MQ/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/fZjDgCAERzEmEzyud_aQSg/o.jpg']"
VkF15jZQe3bYZdYK-irgYw,Bien Bien,"['https://s3-media2.fl.yelpcdn.com/bphoto/0BAEU-hiYNCUfpgPLm7VFw/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/FHO9KV9kK79XIDXZ312UQw/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/K5XE1RanovNzcq747ufTRw/o.jpg']"
dolqflLk3Q7JpLthmo-6Pg,Les Fines Gueules,"['https://s3-media1.fl.yelpcdn.com/bphoto/oJr-EoMaLR7kr0yRP6BTsw/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/LiUs_GPvX_tcpBkD7T9mzw/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/KzMCjeZQHVO2QYC3xqP6xg/o.jpg']"
xKH01fpVnNP-HNjnt1R9dA,Beefbar,"['https://s3-media2.fl.yelpcdn.com/bphoto/kudy1pT_uwUjg-iWN9jotw/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/FKEh-9kRUKp8OXv6UNOwWw/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/OiswipVFZcLzqdBS4kbk6g/o.jpg']"
